sample-id,primer,Depth,env_broad_scale,env_local_scale,env_medium,geo_loc_name,Sample Name,ammonium,nitrate,diss_oxygen,ph,lake,info,depth,temp,conductivity,ChlA,turbidity,PAR,DRP,is_delta,latitude,longitude,BioProject,BioSample,BioSampleModel,Collection_Date,Experiment,geo_loc_name_country,geo_loc_name_country_continent,lat_lon,Library Name,Organism,SRA Study,elev,tot_org_carb,calcium,Chloride,magnesium,org_carb,sulfate,diss_org_carb,Salinity,potassium,sodium,TEMP,altitude
SRR16573842,1391f_EukBr,surface,Upper_Koettlitz_glacier,Glacier Cryoconite,cryoconite,Antarctica,KSC17,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114974,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2010,SRX12775823,uncalculated,uncalculated,,KSC17,sediment metagenome,SRP327594,800,,,,,,,,,,,,
SRR16573843,1391f_EukBr,surface,Upper_Koettlitz_glacier,Glacier Cryoconite,cryoconite,Antarctica,KSC16,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114973,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2010,SRX12775822,uncalculated,uncalculated,,KSC16,sediment metagenome,SRP327594,800,,,,,,,,,,,,
SRR16573844,1391f_EukBr,surface,Canada_glacier,Glacier Cryoconite,cryoconite,Antarctica,CAN47,,,,,,,0.31,,,,,,,,,,PRJNA744712,SAMN20114944,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2005,SRX12775821,uncalculated,uncalculated,77.62 S 162.99 E,CAN47,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573845,1391f_EukBr,surface,Upper_Koettlitz_glacier,Glacier Cryoconite,cryoconite,Antarctica,KSC14,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114972,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2010,SRX12775820,uncalculated,uncalculated,,KSC14,sediment metagenome,SRP327594,800,,,,,,,,,,,,
SRR16573846,1391f_EukBr,surface,Upper_Koettlitz_glacier,Glacier Cryoconite,cryoconite,Antarctica,KSC13,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114971,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2010,SRX12775819,uncalculated,uncalculated,,KSC13,sediment metagenome,SRP327594,800,,,,,,,,,,,,
SRR16573847,1391f_EukBr,surface,Greenland_Ice_margin_glacier,Glacier Cryoconite,cryoconite,Greenland,IM4,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114970,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2014,SRX12775818,Greenland,North America,,IM4,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573848,1391f_EukBr,surface,Greenland_Ice_margin_glacier,Glacier Cryoconite,cryoconite,Greenland,IM3,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114969,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2014,SRX12775817,Greenland,North America,,IM3,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573849,1391f_EukBr,surface,Greenland_Ice_margin_glacier,Glacier Cryoconite,cryoconite,Greenland,IM2,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114968,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2014,SRX12775816,Greenland,North America,,IM2,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573850,1391f_EukBr,surface,Greenland_Ice_margin_glacier,Glacier Cryoconite,cryoconite,Greenland,IM1,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114967,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2014,SRX12775815,Greenland,North America,,IM1,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573851,1391f_EukBr,ice_core_1m,Greenland_Ice_core_glacier,Glacier Cryoconite,cryoconite,Greenland,IC2,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114965,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2015,SRX12775814,Greenland,North America,,IC2,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573852,1391f_EukBr,ice_core_1m,Greenland_Ice_core_glacier,Glacier Cryoconite,cryoconite,Greenland,IC1,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114964,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2015,SRX12775813,Greenland,North America,,IC1,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573853,1391f_EukBr,surface,Kangerlussuaq_glacier,Glacier Cryoconite,cryoconite,Greenland,GrE8,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114963,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2016,SRX12775812,Greenland,North America,,Gr E8,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573854,1391f_EukBr,surface,Kangerlussuaq_glacier,Glacier Cryoconite,cryoconite,Greenland,GrC8,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114962,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2016,SRX12775811,Greenland,North America,,Gr C8,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573855,1391f_EukBr,surface,Canada_glacier,Glacier Cryoconite,cryoconite,Antarctica,CAN111,,,,,,,0.14,,,,,,,,,,PRJNA744712,SAMN20114943,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2005,SRX12775810,uncalculated,uncalculated,77.61 S 162.98 E,CAN111,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573856,1391f_EukBr,surface,Kangerlussuaq_glacier,Glacier Cryoconite,cryoconite,Greenland,GrC11,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114961,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2016,SRX12775809,Greenland,North America,,Gr C11,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573857,1391f_EukBr,surface,Diamond_glacier,Glacier Cryoconite,cryoconite,Antarctica,DGC4,,,,,,,,,,,,,,,,,PRJNA744712,SAMN20114960,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2010,SRX12775808,uncalculated,uncalculated,,DGC4,sediment metagenome,SRP327594,600,,,,,,,,,,,,
SRR16573858,1391f_EukBr,surface,Commonwealth_glacier,Glacier Cryoconite,cryoconite,Antarctica,COM81,,,,,,,0.16,,,,,,,,,,PRJNA744712,SAMN20114958,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2007,SRX12775807,uncalculated,uncalculated,77.56 S 163.28 E,COM81,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573859,1391f_EukBr,surface,Commonwealth_glacier,Glacier Cryoconite,cryoconite,Antarctica,COM80,,,,,,,0.33,,,,,,,,,,PRJNA744712,SAMN20114957,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2007,SRX12775806,uncalculated,uncalculated,77.56 S 163.28 E,COM80,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573860,1391f_EukBr,surface,Commonwealth_glacier,Glacier Cryoconite,cryoconite,Antarctica,COM7,,,,,,,0.21,,,,,,,,,,PRJNA744712,SAMN20114956,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2005,SRX12775805,uncalculated,uncalculated,77.58 S 163.31 E,COM7,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573861,1391f_EukBr,surface,Commonwealth_glacier,Glacier Cryoconite,cryoconite,Antarctica,COM65,,,,,,,0.3,,,,,,,,,,PRJNA744712,SAMN20114955,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2007,SRX12775804,uncalculated,uncalculated,77.58 S 163.28 E,COM65,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573862,1391f_EukBr,surface,Commonwealth_glacier,Glacier Cryoconite,cryoconite,Antarctica,COM62,,,,,,,0.27,,,,,,,,,,PRJNA744712,SAMN20114954,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2007,SRX12775803,uncalculated,uncalculated,77.57 S 163.27 E,COM62,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573863,1391f_EukBr,surface,Commonwealth_glacier,Glacier Cryoconite,cryoconite,Antarctica,COM58,,,,,,,0.35,,,,,,,,,,PRJNA744712,SAMN20114953,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2007,SRX12775802,uncalculated,uncalculated,77.57 S 163.30 E,COM58,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573864,1391f_EukBr,surface,Commonwealth_glacier,Glacier Cryoconite,cryoconite,Antarctica,COM57,,,,,,,0.255,,,,,,,,,,PRJNA744712,SAMN20114952,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2007,SRX12775801,uncalculated,uncalculated,77.57 S 163.30 E,COM57,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573865,1391f_EukBr,surface,Commonwealth_glacier,Glacier Cryoconite,cryoconite,Antarctica,COM55,,,,,,,0.355,,,,,,,,,,PRJNA744712,SAMN20114951,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2007,SRX12775800,uncalculated,uncalculated,77.57 S 163.32 E,COM55,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573866,1391f_EukBr,surface,Canada_glacier,Glacier Cryoconite,cryoconite,Antarctica,CAN102,,,,,,,0.28,,,,,,,,,,PRJNA744712,SAMN20114942,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2005,SRX12775799,uncalculated,uncalculated,77.61 S 163.04 E,CAN102,sediment metagenome,SRP327594,,,,,,,,,,,,,
SRR16573867,1391f_EukBr,surface,Canada_glacier,Glacier Cryoconite,cryoconite,Antarctica,CAN101,,,,,,,0.2,,,,,,,,,,PRJNA744712,SAMN20114941,"MIMARKS.survey,MIGS/MIMS/MIMARKS.sediment",2005,SRX12775798,uncalculated,uncalculated,77.62 S 63.039 E,CAN101,sediment metagenome,SRP327594,,,,,,,,,,,,,
ERR13442240,1389f_1510r,deep,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Oct_25m,,,,,,,25,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889709,,25/10/2019,ERX12812212,Poland,Europe,,18S rRNA amplicon of Sample 1,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442241,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Oct_3m,,,,,,,3,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889708,,25/10/2019,ERX12812213,Poland,Europe,,18S rRNA amplicon of Sample 2,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442242,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Oct_6m,,,,,,,6,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889707,,25/10/2019,ERX12812214,Poland,Europe,,18S rRNA amplicon of Sample 3,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442243,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Oct_3m,,,,,,,3,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889706,,25/10/2019,ERX12812215,Poland,Europe,,18S rRNA amplicon of Sample 4,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442244,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Sep_10m,,,,,,,10,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889705,,27/09/2019,ERX12812216,Poland,Europe,,18S rRNA amplicon of Sample 5,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442245,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Sep_3m,,,,,,,3,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889704,,27/09/2019,ERX12812217,Poland,Europe,,18S rRNA amplicon of Sample 6,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442247,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Sep_3m,,,,,,,3,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889702,,27/09/2019,ERX12812219,Poland,Europe,,18S rRNA amplicon of Sample 8,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442248,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Sep_6m,,,,,,,6,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889701,,27/09/2019,ERX12812220,Poland,Europe,,18S rRNA amplicon of Sample 9,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442249,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Sep_3m,,,,,,,3,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889700,,27/09/2019,ERX12812221,Poland,Europe,,18S rRNA amplicon of Sample 10,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442250,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Aug_10m,,,,,,,10,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889699,,10/08/2019,ERX12812222,Poland,Europe,,18S rRNA amplicon of Sample 11,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442251,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Aug_3m,,,,,,,3,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889698,,10/08/2019,ERX12812223,Poland,Europe,,18S rRNA amplicon of Sample 12,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442252,1389f_1510r,deep,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Aug_25m,,,,,,,25,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889697,,10/08/2019,ERX12812224,Poland,Europe,,18S rRNA amplicon of Sample 13,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442253,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Aug_3m,,,,,,,3,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889696,,10/08/2019,ERX12812225,Poland,Europe,,18S rRNA amplicon of Sample 14,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442254,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Aug_6m,,,,,,,6,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889695,,13/08/2019,ERX12812226,Poland,Europe,,18S rRNA amplicon of Sample 15,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442255,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Aug_3m,,,,,,,3,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889694,,13/08/2019,ERX12812227,Poland,Europe,,18S rRNA amplicon of Sample 16,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442256,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Jul_10m,,,,,,,10,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889693,,07/07/2019,ERX12812228,Poland,Europe,,18S rRNA amplicon of Sample 17,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442258,1389f_1510r,deep,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Jul_25m,,,,,,,25,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889691,,07/07/2019,ERX12812230,Poland,Europe,,18S rRNA amplicon of Sample 19,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442259,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Jul_3m,,,,,,,3,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889690,,07/07/2019,ERX12812231,Poland,Europe,,18S rRNA amplicon of Sample 20,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442260,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Jul_6m,,,,,,,6,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889689,,09/07/2019,ERX12812232,Poland,Europe,,18S rRNA amplicon of Sample 21,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442261,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Jul_3m,,,,,,,3,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889688,,09/07/2019,ERX12812233,Poland,Europe,,18S rRNA amplicon of Sample 22,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442262,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Jun_10m,,,,,,,10,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889687,,14/06/2019,ERX12812234,Poland,Europe,,18S rRNA amplicon of Sample 23,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442263,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Jun_3m,,,,,,,3,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889686,,14/06/2019,ERX12812235,Poland,Europe,,18S rRNA amplicon of Sample 24,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442264,1389f_1510r,deep,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Jun_25m,,,,,,,25,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889685,,14/06/2019,ERX12812236,Poland,Europe,,18S rRNA amplicon of Sample 25,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442266,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Jun_6m,,,,,,,6,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889683,,16/06/2019,ERX12812238,Poland,Europe,,18S rRNA amplicon of Sample 27,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442267,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Jun_3m,,,,,,,3,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889682,,16/06/2019,ERX12812239,Poland,Europe,,18S rRNA amplicon of Sample 28,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442268,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_May_10m,,,,,,,10,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889681,,24/05/2019,ERX12812240,Poland,Europe,,18S rRNA amplicon of Sample 29,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442269,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_May_3m,,,,,,,3,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889680,,24/05/2019,ERX12812241,Poland,Europe,,18S rRNA amplicon of Sample 30,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442270,1389f_1510r,deep,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_May_25m,,,,,,,25,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889679,,22/05/2019,ERX12812242,Poland,Europe,,18S rRNA amplicon of Sample 31,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442271,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_May_3m,,,,,,,3,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889678,,22/05/2019,ERX12812243,Poland,Europe,,18S rRNA amplicon of Sample 32,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442272,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_May_6m,,,,,,,6,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889677,,22/05/2019,ERX12812244,Poland,Europe,,18S rRNA amplicon of Sample 33,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442273,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_May_3m,,,,,,,3,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889676,,22/05/2019,ERX12812245,Poland,Europe,,18S rRNA amplicon of Sample 34,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442274,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Apr_10m,,,,,,,10,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889675,,15/04/2019,ERX12812246,Poland,Europe,,18S rRNA amplicon of Sample 35,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442275,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Apr_3m,,,,,,,3,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889674,,15/04/2019,ERX12812247,Poland,Europe,,18S rRNA amplicon of Sample 36,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442277,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Apr_3m,,,,,,,3,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889672,,15/04/2019,ERX12812249,Poland,Europe,,18S rRNA amplicon of Sample 38,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442278,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Apr_6m,,,,,,,6,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889671,,13/04/2019,ERX12812250,Poland,Europe,,18S rRNA amplicon of Sample 39,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442329,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Nov_3m,,,,,,,3,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889716,,18/11/2019,ERX12812301,Poland,Europe,,18S rRNA amplicon of Sample 42,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442330,1389f_1510r,deep,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Nov_25m,,,,,,,25,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889715,,18/11/2019,ERX12812302,Poland,Europe,,18S rRNA amplicon of Sample 43,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442331,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Nov_3m,,,,,,,3,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889714,,18/11/2019,ERX12812303,Poland,Europe,,18S rRNA amplicon of Sample 44,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442332,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Nov_6m,,,,,,,6,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889713,,19/11/2019,ERX12812304,Poland,Europe,,18S rRNA amplicon of Sample 45,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442333,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_A_Nov_3m,,,,,,,3,,,,,,,,53.67361,21.89789,PRJEB71447,SAMEA115889712,,19/11/2019,ERX12812305,Poland,Europe,,18S rRNA amplicon of Sample 46,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442334,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Oct_10m,,,,,,,10,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889711,,25/10/2019,ERX12812306,Poland,Europe,,18S rRNA amplicon of Sample 47,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442335,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Oct_3m,,,,,,,3,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889710,,25/10/2019,ERX12812307,Poland,Europe,,18S rRNA amplicon of Sample 48,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442246,1389f_1510r,deep,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Sep_25m,,,,,,,25,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889703,,27/09/2019,ERX12812218,Poland,Europe,,18S rRNA amplicon of Sample 7,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442257,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Jul_3m,,,,,,,3,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889692,,07/07/2019,ERX12812229,Poland,Europe,,18S rRNA amplicon of Sample 18,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442265,1389f_1510r,shallow,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Jun_3m,,,,,,,3,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889684,,14/06/2019,ERX12812237,Poland,Europe,,18S rRNA amplicon of Sample 26,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442276,1389f_1510r,deep,Lake_Ros,Dimictic_Lake,water,Poland,Ros_B_Apr_25m,,,,,,,25,,,,,,,,53.66867,21.88436,PRJEB71447,SAMEA115889673,,15/04/2019,ERX12812248,Poland,Europe,,18S rRNA amplicon of Sample 37,freshwater metagenome,ERP156246,,,,,,,,,,,,,
ERR13442328,1389f_1510r,mid,Lake_Ros,Dimictic_Lake,water,Poland,Ros_C_Nov_10m,,,,,,,10,,,,,,,,53.66531,21.91769,PRJEB71447,SAMEA115889717,,18/11/2019,ERX12812300,Poland,Europe,,18S rRNA amplicon of Sample 41,freshwater metagenome,ERP156246,,,,,,,,,,,,,
SRR3931290,E527F_E1009R,deep,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_deep_mat_RNA_1,,,,,,,10,,,,,,,,,,PRJNA329332,SAMN05413969,Metagenome or environmental,15/07/2015,SRX1960757,Canada,North America,83.05 N 74.08 W,DB1_RNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931291,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_shallow_mat_RNA_1,,,,,,,6,,,,,,,,,,PRJNA329332,SAMN05413970,Metagenome or environmental,21/07/2015,SRX1960758,Canada,North America,83.05 N 74.10 W,SB1_RNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931293,E527F_E1009R,mid,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_mid_mat_RNA_1,,,,,,,0.2,,,,,,,,,,PRJNA329332,SAMN05413971,Metagenome or environmental,19/07/2015,SRX1960760,Canada,North America,83.05 N 74.09 W,L1_RNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931294,E527F_E1009R,deep,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_deep_mat_RNA_2,,,,,,,10,,,,,,,,,,PRJNA329332,SAMN05413973,Metagenome or environmental,15/07/2015,SRX1960761,Canada,North America,83.05 N 74.08 W,DB2_RNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931295,E527F_E1009R,shallow,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_shallow_mat_RNA_2,,,,,,,6,,,,,,,,,,PRJNA329332,SAMN05413974,Metagenome or environmental,21/07/2015,SRX1960762,Canada,North America,83.05 N 74.10 W,SB2_RNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
SRR3931296,E527F_E1009R,mid,Ward_Hunt_Lake,Ice-Covered Lake,mat,Canada,WH_mid_mat_RNA_2,,,,,,,0.2,,,,,,,,,,PRJNA329332,SAMN05413975,Metagenome or environmental,19/07/2015,SRX1960763,Canada,North America,83.05 N 74.09 W,L2_RNA_Euk,microbial mat metagenome,SRP078933,,,,,,,,,,,,,
